FIRE_NAME,FIRE_YEAR,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
CALLBOX,1992,1195.0,F,35.56,-118.60166667,CA
,1992,400.0,E,33.98333333,-116.83333333,CA
BANNING,1992,1200.0,F,33.88166667,-116.88333333,CA
,1992,150.0,D,33.91,-116.86666667,CA
CACTUS,1992,1150.0,F,33.66666667,-116.95333333,CA
,1992,150.0,D,34.055,-117.66666667,CA
CAJON,1992,1596.0,F,34.25833333,-117.46,CA
,1992,234.0,D,34.185,-117.215,CA
MARTIN,1992,1453.0,F,41.23333333,-123.76666667,CA
,1992,186.0,D,42.39166667,-120.77333333,OR
YSABEL,1992,650.0,E,33.085,-116.88333333,CA
TATE,1992,500.0,E,33.47,-117.47,CA
,1992,750.0,E,44.72333333,-116.92833333,ID
WINDY RIDGE,1992,17500.0,G,45.01333333,-116.81,ID
,1992,150.0,D,38.45,-109.00166667,CO
CANYON,1992,7180.0,G,41.75,-117.6,NV
,1992,620.0,E,41.85,-117.61666667,NV
DAWLEY CREEK,1992,2400.0,F,40.38333333,-115.43333333,NV
,1992,200.0,D,40.35,-115.55,NV
CALIFORNIA CREEK,1992,3600.0,F,41.45,-115.93333333,NV
COFFEE POT,1992,38200.0,G,41.81666667,-115.66666667,NV
,1992,500.3,E,41.3,-116.06666667,NV
TIMBER GULCH,1992,2895.0,F,41.93333333,-115.68333333,NV
,1992,120.0,D,44.59333333,-113.75166667,ID
,1992,700.0,E,42.08333333,-112.62166667,ID
,1992,600.0,E,42.08666667,-112.68833333,ID
,1992,400.0,E,42.18833333,-112.605,ID
,1992,100.0,D,42.36666667,-112.23833333,ID
DELL,1992,602.0,E,43.23944444,-110.33527778,WY
CLIFF,1992,435.0,E,43.15888889,-110.49916667,WY
,1992,160.0,D,44.075,-115.81166667,ID
CUB CREEK,1992,2910.0,F,44.31666667,-115.505,ID
COUNTY LINE,1992,8310.0,G,44.40333333,-115.325,ID
,1992,750.0,E,43.72666667,-115.63,ID
GROUSE CREEK,1992,4130.0,F,43.56666667,-115.92666667,ID
WARM SPRINGS,1992,6500.0,G,45.24666667,-116.17833333,ID
TOWER,1992,120.0,D,33.40833333,-117.37166667,CA
,1992,400.0,E,45.17333333,-116.15666667,ID
TOMATO POINT,1992,2365.0,F,45.43333333,-115.68666667,ID
LAKE,1992,100.0,D,34.59305556,-118.36972222,CA
DEVIL,1992,1337.0,F,34.565,-118.68166667,CA
,1992,750.0,E,40.56666667,-112.65,UT
,1992,150.0,D,40.53333333,-111.81666667,UT
,1992,175.0,D,40.78333333,-111.83333333,UT
,1992,790.0,E,40.39,-111.73333333,UT
,1992,155.0,D,40.26666667,-111.625,UT
,1992,355.0,E,40.46666667,-111.77666667,UT
,1992,120.0,D,38.67,-119.83166667,CA
,1992,150.0,D,39.74666667,-120.095,CA
,1992,200.0,D,43.57166667,-111.25166667,ID
WILLOW,1992,1781.0,F,43.62527778,-115.11361111,ID
WELLS,1992,304.0,E,43.50694444,-114.73555556,ID
TRAPPER,1992,9500.0,G,42.12138889,-114.17555556,ID
BIG CREEK,1992,130.0,D,42.0925,-114.3325,ID
PARADE,1992,425.0,E,42.33722222,-113.04722222,ID
,1992,120.0,D,45.27666667,-114.955,ID
,1992,325.0,E,45.425,-114.005,ID
,1992,120.0,D,45.45333333,-113.84166667,ID
LAKE,1992,1400.0,F,45.28333333,-114.48333333,ID
HORSEFLY,1992,3340.0,F,45.36666667,-114.3,ID
CAMP CREEK,1992,2110.0,F,44.88333333,-115.64833333,ID
PATROL/BEAR CREEK,1992,1744.0,F,45.435,-114.92833333,ID
FRENCH CREEK,1992,2590.0,F,45.41666667,-116.02,ID
ROBINSON SPRING,1992,10706.0,G,42.26,-120.96833333,OR
FORT SPRING,1992,3206.0,F,42.01333333,-120.92833333,OR
ONION,1992,1039.1,F,42.04166667,-120.73333333,OR
FAWN CREEK,1992,150.0,D,39.7666,-108.384,CO
FREMONT,1992,130.0,D,38.4667,-105.3005,CO
,1992,100.0,D,25.93,-80.4,FL
COOSKIE,1992,270.0,D,40.2165,-124.2512,CA
BROCK,1992,150.0,D,40.7665,-123.1011,CA
BEAVER CK,1992,500.0,E,40.9332,-121.2844,CA
,1992,200.0,D,32.83951833,-111.22019141,AZ
,1992,600.0,E,32.76153541,-111.73509593,AZ
,1992,1000.0,F,32.80528146,-110.9218247,AZ
,1992,325.0,E,32.67995152,-111.68910783,AZ
,1992,332.0,E,32.62752212,-111.63974491,AZ
,1992,210.0,D,32.64078178,-111.34231049,AZ
,1992,614.0,E,32.5907328,-111.47531449,AZ
RUSH LAKE,1992,460.0,E,40.44296,-112.41486,UT
CROSS,1992,107.0,D,32.5667,-116.8675,CA
BANNING 2,1992,265.0,D,33.8833,-116.8842,CA
RAINBOW,1992,2880.0,F,33.4334,-117.1342,CA
PIUTE,1992,680.0,E,35.2833,-115.0008,CA
LEAL,1992,443.0,E,34.6833,-117.1009,CA
MANZANITA,1992,821.0,E,32.7501,-116.3342,CA
CACHUMA,1992,710.0,E,34.51666667,-119.90833333,CA
,1992,211.0,D,38.0,-80.25,WV
,1992,270.0,D,43.335,-72.905,VT
EUREKA CRK,1992,155.0,D,39.75,-108.4173,CO
,1992,230.0,D,36.94472222,-91.48555556,MO
ELK SPRING,1992,412.0,E,40.3833,-108.4507,CO
SUNNY,1992,103.0,D,40.0,-107.9506,CO
PRESLEY,1992,9507.0,G,44.29857,-116.78051,ID
CHEVRON,1992,487.0,E,43.13855,-115.65639,ID
SHOE PEG,1992,305.0,E,44.4832,-116.801,ID
CASSIA GUL,1992,134.0,D,42.85176,-114.96622,ID
SHEEP CK,1992,1190.0,F,44.33875,-116.40364,ID
ROCK CK,1992,806.0,E,44.44196,-117.20913,ID
DRY CREEK,1992,820.0,E,43.20013,-116.87015,ID
BASE LINE,1992,191.0,D,43.41435,-116.86239,ID
ECHO,1992,369.0,E,42.62066,-115.64418,ID
EASTERDAY,1992,797.0,E,42.61535,-114.95371,ID
WGRINDSTON,1992,1230.0,F,42.8832,-115.3842,ID
LOWERMANNS,1992,704.0,E,44.24477,-116.86005,ID
POLE LINE,1992,214.0,D,42.98073,-115.67529,ID
MP 76,1992,740.0,E,43.3166,-115.9176,ID
,1992,102.0,D,42.6999,-112.5508,ID
SEBELIUS,1992,150.0,D,48.8653,-100.0532,ND
,1992,125.0,D,48.8208,-100.0587,ND
CLARK II,1992,2100.0,F,48.8056,-99.7671,ND
204070,1992,880.0,E,56.8159,-157.1021,AK
LITTLEDAUP,1992,175.0,D,30.28333333,-88.11666667,AL
KAWAIHAE,1992,2800.0,F,20.0264,-155.8228,HI
ELK MTN,1992,250.0,D,41.18415,-111.71065,UT
WAPITI,1992,130.0,D,40.3833,-108.2506,CO
GREAT DIVI,1992,433.0,E,40.8,-107.884,CO
,1992,117.0,D,36.83638889,-91.38138889,MO
,1992,126.0,D,36.71833333,-91.12166667,MO
,1992,122.0,D,36.64166667,-91.0,MO
JUNIPER SPRINGS,1992,2015.0,F,29.21166667,-81.68666667,FL
,1992,235.0,D,29.395,-81.80333333,FL
,1992,110.0,D,29.41166667,-81.805,FL
LIBERTY FARM,1992,1100.0,F,30.02166667,-84.83833333,FL
POST OFFICE BAY,1992,7400.0,G,30.06,-85.01,FL
,1992,128.0,D,30.27833333,-85.02,FL
,1992,185.0,D,34.73833333,-83.72166667,GA
,1992,107.0,D,34.6,-84.03333333,GA
,1992,145.0,D,33.86666667,-85.4,AL
,1992,291.0,D,34.23333333,-87.25,AL
CHERRY CREEK,1992,331.0,E,42.59833333,-122.15833333,OR
LONE PINE,1992,30809.0,G,42.595,-121.67333333,OR
MODOC,1992,500.0,E,42.42166667,-121.85,OR
PRYOR,1992,694.0,E,43.73,-122.37666667,OR
HIGH SPIRIT,1992,141.0,D,43.745,-122.16333333,OR
,1992,210.0,D,45.025,-117.11666667,OR
,1992,900.0,E,45.405,-116.62833333,OR
TUCANNON,1992,3000.0,F,46.37333333,-117.68166667,WA
MCFARLAND,1992,100.0,D,48.15,-120.075,WA
WAR CR,1992,127.0,D,48.35,-120.425,WA
MCCAY,1992,500.0,E,48.61333333,-119.88166667,WA
MULTNOMAH,1992,150.0,D,44.925,-121.77666667,OR
BIG GRINDER,1992,255.0,D,47.2,-121.21666667,WA
,1992,300.0,E,30.46666667,-82.23333333,FL
,1992,160.0,D,29.11666667,-81.7,FL
,1992,506.0,E,30.22166667,-84.55166667,FL
,1992,166.0,D,31.02166667,-92.97333333,LA
,1992,518.0,E,36.76666667,-91.04166667,MO
,1992,142.0,D,36.81666667,-92.99333333,MO
LUZERNE,1992,687.0,E,44.6,-84.25,MI
,1992,163.0,D,37.25166667,-80.52166667,VA
,1992,204.5,D,31.125,-94.10833333,TX
,1992,151.0,D,31.06833333,-94.15166667,TX
,1992,175.0,D,34.75,-76.91666667,NC
GREAT LAKE,1992,3400.0,F,34.83333333,-77.08333333,NC
,1992,122.0,D,35.655,-94.30333333,AR
,1992,303.0,E,35.75166667,-94.48,AR
,1992,200.0,D,34.73333333,-95.0,OK
DUNNIGAN #2,1992,12860.0,G,43.655,-115.96666667,ID
,1992,152.0,D,34.78333333,-94.55833333,OK
,1992,216.1,D,34.73333333,-89.30833333,MS
,1992,289.0,D,31.04,-88.87166667,MS
,1992,120.0,D,31.15666667,-89.12666667,MS
,1992,125.0,D,30.68333333,-89.1,MS
,1992,220.0,D,30.675,-88.89166667,MS
,1992,178.0,D,30.67833333,-89.095,MS
,1992,629.0,E,30.58333333,-88.96666667,MS
,1992,234.0,D,30.55666667,-88.85833333,MS
,1992,235.0,D,30.55,-88.835,MS
,1992,250.0,D,31.035,-93.09,LA
,1992,613.0,E,31.02166667,-92.97333333,LA
,1992,250.0,D,34.75333333,-94.61666667,OK
BUCKHOLLOW,1992,2000.0,F,45.1999,-120.1511,OR
,1992,100.0,D,43.69833333,-115.55,ID
,1992,135.0,D,33.805,-111.31666667,AZ
HART,1992,400.0,E,35.5166,-119.0009,CA
SHELL,1992,160.0,D,35.1666,-119.4843,CA
JOLON,1992,1625.0,F,35.9166,-120.9677,CA
PANOCHE,1992,565.0,E,36.6333,-120.6843,CA
COTTONWOOD,1992,125.0,D,35.7666,-120.1843,CA
TEJON 2,1992,1000.0,F,35.0166,-118.7676,CA
SEBASTIAN,1992,310.0,E,35.0166,-118.7343,CA
ALAMO,1992,100.0,D,34.15,-113.3008,AZ
CA CHNL 2,1992,1285.0,F,32.95,-114.4674,AZ
,1992,231.0,D,32.99286468,-110.7764744,AZ
,1992,125.0,D,31.63542,-95.68542,TX
,1992,100.0,D,31.91458,-95.12292,TX
WALTERS,1992,1800.0,F,33.2334,-114.7008,CA
,1992,140.0,D,34.60179949,-95.73390201,OK
,1992,120.0,D,31.49792,-94.45209,TX
,1992,560.0,E,31.44375,-94.43958,TX
,1992,120.0,D,30.84375,-94.36875,TX
,1992,140.0,D,30.59792,-94.10625,TX
,1992,100.0,D,30.36042,-97.16042,TX
,1992,150.0,D,34.58729945,-95.61129762,OK
,1992,200.0,D,30.32708,-97.39375,TX
,1992,100.0,D,34.58729957,-95.71640013,OK
BOX CANYON,1992,181.5,D,33.0334,-109.9506,AZ
MICHAGAN,1992,238.0,D,38.4166,-121.1011,CA
CAT,1992,923.0,E,32.9834,-111.184,AZ
MOCCASIN,1992,8000.0,G,37.8166,-120.3344,CA
PARROTS,1992,240.0,D,38.0333,-120.4677,CA
BF 6,1992,203.0,D,43.6499,-116.1676,ID
,1992,115.0,D,33.75518345,-88.29279817,MS
,1992,153.0,D,34.08342697,-88.55455194,MS
,1992,150.0,D,34.5920573,-89.50247558,MS
W HARTLEY,1992,166.0,D,43.7832,-116.6176,ID
,1992,110.0,D,31.36602468,-90.25429013,MS
,1992,110.0,D,31.45059224,-90.24606561,MS
,1992,285.0,D,32.9212838,-89.69449846,MS
,1992,140.0,D,32.88000271,-89.50571376,MS
,1992,106.0,D,31.25011743,-89.62132774,MS
,1992,153.0,D,31.25670963,-89.48244051,MS
,1992,100.0,D,34.64530235,-95.50620271,OK
,1992,140.0,D,34.6453017,-95.73390195,OK
PARROTS 2,1992,125.0,D,38.0666,-120.4677,CA
TANK,1992,950.0,E,36.2833,-120.501,CA
,1992,325.0,E,34.63079802,-95.64630123,OK
,1992,300.0,E,34.60179892,-95.03330237,OK
,1992,400.0,E,34.63079861,-95.6813963,OK
MID0RIDGE,1992,7530.0,G,35.0833,-118.7509,CA
FARNHAM,1992,900.0,E,38.5332,-120.6177,CA
RED HILLS,1992,110.0,D,37.8666,-120.4677,CA
SOUTHFORK,1992,225.0,D,38.3666,-120.551,CA
POWERHOUSE,1992,200.0,D,37.1166,-119.5176,CA
FRICOT,1992,425.0,E,38.1666,-120.601,CA
,1992,426.0,E,30.96001366,-89.58710323,MS
ROCK PEAK,1992,333.0,E,33.1834,-111.6507,AZ
FREHNER,1992,343.5,E,36.85,-113.8675,AZ
PILLAR BT,1992,5415.0,G,42.9499,-113.1842,ID
TWO MILE,1992,644.0,E,42.6999,-112.1675,ID
BAILEY CR,1992,230.0,D,42.6333,-111.5841,ID
FISH CR 2,1992,816.0,E,42.5666,-111.9341,ID
MOSBY BT,1992,7080.0,G,43.0499,-113.1842,ID
POCATELLO,1992,225.0,D,42.8999,-112.3841,ID
N GRACE,1992,230.0,D,42.6333,-111.7175,ID
WHITE OWL,1992,155.0,D,43.7666,-111.5341,ID
HOPKINS,1992,307.0,E,42.8999,-111.6341,ID
,1992,120.0,D,35.0617,-78.2883,NC
,1992,716.0,E,34.6783,-78.3217,NC
,1992,150.0,D,34.595,-78.8983,NC
,1992,100.0,D,34.6083,-79.265,NC
,1992,250.0,D,34.6117,-79.275,NC
,1992,450.0,E,34.435,-79.1683,NC
,1992,100.0,D,34.665,-78.9883,NC
,1992,200.0,D,34.5217,-79.1917,NC
,1992,110.0,D,34.5983,-79.1417,NC
,1992,145.0,D,34.7817,-79.115,NC
,1992,230.0,D,36.065,-77.915,NC
,1992,120.0,D,34.9283,-79.4917,NC
,1992,100.0,D,34.735,-79.3983,NC
,1992,180.0,D,35.4117,-79.475,NC
CHANPAGNE,1992,2272.0,F,43.5999,-113.5842,ID
EAGLE,1992,150.0,D,33.8667,-113.1674,AZ
SAGEHEN,1992,39562.0,G,43.0666,-112.1175,ID
SHRIVES,1992,555.0,E,42.4832,-112.2508,ID
METZ # 2                 ,1992,153.0,D,36.33611111,-121.19694444,CA
PORTER #5                ,1992,1305.0,F,35.84305555,-120.80694444,CA
LOW,1992,300.0,E,36.9,-113.7341,AZ
DIAMOND MTN BONUS,1992,330.0,E,40.58815,-109.29964,UT
PG&E # 12                ,1992,151.0,D,36.06,-120.965,CA
HAWLEY,1992,2930.0,F,42.7832,-113.3842,ID
WHITE,1992,330.0,E,42.0333,-112.5341,ID
TABLE,1992,250.0,D,42.0827,-113.8364,ID
MCDONALD,1992,150.0,D,42.2835,-114.6156,ID
MEADOWSDIV,1992,12265.0,G,42.1999,-112.7841,ID
BUL CYN 2,1992,630.0,E,42.2333,-112.7008,ID
TABLE ROCK,1992,600.0,E,42.5999,-112.9508,ID
COWHOLLOW2,1992,7000.0,G,42.1333,-112.8675,ID
SAYLOR SPR,1992,800.0,E,42.2441,-112.8133,ID
MADSEN,1992,115.0,D,42.0808,-112.2761,ID
HEGLAR CYN,1992,1920.0,F,42.4771,-113.1197,ID
ONE MILE,1992,650.0,E,46.3666,-116.1176,ID
BOTTOMS 2,1992,100.0,D,43.0166,-112.6175,ID
OZONE,1992,407.0,E,43.3999,-111.8341,ID
TETON,1992,120.0,D,43.1999,-112.1841,ID
JUNIPER BT,1992,128.0,D,43.5332,-111.7175,ID
ARKANSAS,1992,116.0,D,42.5833,-112.1341,ID
BEAR RVR,1992,172.0,D,42.6333,-111.5674,ID
ANTELOPE,1992,121.0,D,43.7166,-113.4675,ID
,1992,163.0,D,30.97569698,-89.44786579,MS
,1992,185.0,D,30.87191879,-89.70311836,MS
,1992,160.0,D,31.24948733,-88.94974975,MS
,1992,220.0,D,40.00666667,-106.52333333,CO
,1992,120.0,D,40.93333333,-106.9,CO
,1992,140.0,D,40.67,-107.175,CO
,1992,124.0,D,40.68666667,-103.83333333,CO
,1992,360.7,E,43.705,-105.23833333,WY
,1992,390.0,E,43.43833333,-105.33666667,WY
EDWARDS,1992,1477.0,F,43.60833333,-105.31,WY
,1992,101.0,D,41.03,-107.245,WY
,1992,114.0,D,38.46666667,-106.38333333,CO
BITTER CREEK,1992,2443.0,F,43.97666667,-103.40666667,SD
,1992,110.0,D,46.085,-115.38,ID
,1992,201.0,D,46.08333333,-115.38,ID
,1992,105.0,D,46.07,-115.44,ID
,1992,281.0,D,46.02166667,-115.375,ID
CROOKED CREEK,1992,23654.0,G,45.47833333,-115.635,ID
PORCUPINE CREEK,1992,13925.0,G,45.51333333,-115.81666667,ID
SCOTT,1992,6080.0,G,45.44166667,-115.98833333,ID
THREE GOATS,1992,209.0,D,48.40166667,-116.08,ID
,1992,130.2,D,44.80833333,-111.23666667,MT
,1992,270.0,D,47.845,-113.24166667,MT
BLANK,1992,7379.0,G,45.18333333,-105.88333333,MT
,1992,455.0,E,45.48666667,-105.92,MT
,1992,786.5,E,45.52,-105.935,MT
,1992,100.0,D,37.07333333,-102.48833333,CO
,1992,415.0,E,46.55166667,-114.595,ID
,1992,400.0,E,37.08666667,-102.58333333,CO
,1992,164.0,D,33.07166667,-109.04833333,AZ
,1992,130.0,D,33.83333333,-111.46666667,AZ
,1992,475.0,E,33.87166667,-111.53833333,AZ
,1992,150.0,D,33.62166667,-111.48333333,AZ
,1992,110.0,D,33.655,-111.51666667,AZ
,1992,300.0,E,36.44333333,-106.75,NM
,1992,250.0,D,33.38333333,-108.58333333,NM
,1992,350.0,E,33.23333333,-108.53333333,NM
,1992,900.0,E,33.25,-108.43333333,NM
,1992,400.0,E,33.26666667,-108.48333333,NM
,1992,400.0,E,33.26666667,-108.46666667,NM
,1992,200.0,D,33.26666667,-108.46666667,NM
,1992,200.0,D,33.26666667,-108.73333333,NM
,1992,450.0,E,33.21666667,-108.35,NM
CUB,1992,4000.0,F,33.36666667,-108.56666667,NM
GOBBLER,1992,6000.0,G,33.18333333,-108.58333333,NM
CREEL,1992,29000.0,G,33.31666667,-108.41666667,NM
,1992,450.0,E,33.41666667,-108.5,NM
,1992,300.0,E,33.2,-108.08333333,NM
,1992,200.0,D,33.28333333,-107.845,NM
BEAVER,1992,3150.0,F,33.39166667,-108.225,NM
,1992,350.0,E,33.375,-108.40833333,NM
STATE PARK,1992,1581.0,F,32.42666667,-110.915,AZ
GILLESPIE,1992,1275.0,F,32.58333333,-109.82333333,AZ
,1992,140.0,D,37.23333333,-102.0,KS
,1992,110.0,D,46.33166667,-114.53166667,ID
,1992,172.0,D,46.34,-114.7,ID
,1992,222.0,D,47.13166667,-115.54,ID
PIONEER,1992,4600.0,F,40.84525,-111.52287,UT
LITTLE MTN #3,1992,100.0,D,41.67386,-112.2283,UT
EAST LYNNDYL,1992,2000.0,F,39.63334,-112.2994,UT
BUTCH MILLS N PROMONTORY,1992,3520.0,F,41.68321,-112.59901,UT
BROAD CANYON,1992,300.0,E,41.93484,-112.35203,UT
FAUST VALLEY,1992,800.0,E,41.7016,-112.3456,UT
,1992,150.0,D,31.62953636,-89.36228049,MS
SPRINGSITE,1992,1227.0,F,44.39133,-117.2052,ID
ROARINGSPG,1992,141.0,D,42.38732,-116.85093,ID
,1992,400.0,E,34.04497075,-89.76706916,MS
,1992,100.0,D,34.02893919,-89.7230026,MS
,1992,105.0,D,31.33749435,-90.19123599,MS
,1992,140.0,D,30.65205723,-89.31439299,MS
PICKLE,1992,107.0,D,43.4999,-116.7176,ID
,1992,182.0,D,31.81516788,-90.05846424,MS
,1992,117.0,D,31.8581404,-89.88229351,MS
,1992,110.0,D,32.24850691,-90.02896395,MS
,1992,107.0,D,34.51483993,-88.71650555,MS
,1992,300.0,E,31.40389802,-88.87667248,MS
,1992,100.0,D,31.23939745,-89.11943851,MS
,1992,127.0,D,31.26788431,-88.89793603,MS
,1992,117.0,D,30.94806362,-89.60439085,MS
,1992,365.0,E,30.73250933,-89.44044883,MS
LITTLE MTN.,1992,3040.0,F,41.71755,-112.22973,UT
WHEELON PEAK,1992,600.0,E,41.85238,-111.9033,UT
MESA,1992,4200.0,F,33.95,-115.2008,CA
RANCHO,1992,105.0,D,33.4834,-115.8508,CA
,1992,100.0,D,45.68166667,-114.89166667,ID
,1992,150.0,D,46.05833333,-114.03,MT
BROWNS CK,1992,516.0,E,42.77498,-115.49829,ID
COTTONWOOD,1992,2007.0,F,43.9832,-116.1843,ID
BALD MTN,1992,757.0,E,42.34846,-116.97088,ID
HOT CREEK,1992,215.0,D,43.1832,-115.5342,ID
SPUDS,1992,200.0,D,42.96826,-115.58603,ID
CHERRY CK,1992,230.0,D,41.9766,-115.1909,ID
EIGHT MILE,1992,148.0,D,43.5217,-116.23931,ID
SCOTCH BOB,1992,110.0,D,43.04419,-116.66726,ID
GENERAL,1992,115.0,D,34.95,-117.1509,CA
,1992,270.0,D,33.66666667,-111.18333333,AZ
PORTER CR,1992,137.0,D,44.0166,-116.1176,ID
BELL RAPID,1992,1691.0,F,42.7999,-115.1842,ID
INDIAN 2,1992,20000.0,G,43.4499,-115.8843,ID
,1992,240.0,D,34.64530223,-94.96320327,OK
COW CREEK,1992,200.0,D,43.35174,-115.80303,ID
CHERRY SPR,1992,201.0,D,42.6666,-116.3343,ID
WELL FIELD,1992,12677.0,G,42.2999,-115.4342,ID
BARKLY BAY,1992,383.0,E,43.51215,-116.04462,ID
BANISTER,1992,1545.0,F,44.08621,-116.58167,ID
RIMROCK,1992,150.0,D,34.5333,-117.2342,CA
PAINTED,1992,500.0,E,33.9333,-116.6008,CA
GECKO,1992,100.0,D,33.05,-115.4175,CA
POISON,1992,185.0,D,42.7332,-116.3676,ID
CHICKEN SP,1992,9980.0,G,45.0832,-121.0345,OR
LAKEWOOD,1992,110.0,D,32.5834,-104.5839,NM
SLUICE,1992,650.0,E,44.8665,-120.2845,OR
FLATTOP,1992,350.0,E,46.3755,-105.9779,MT
HUSSEY CK.,1992,1024.0,F,46.48261,-110.98349,MT
SAN HEDRIN               ,1992,125.0,D,39.64694444,-122.57888888,CA
HOG #2                   ,1992,1310.0,F,40.22194444,-122.07611111,CA
GOBBLERS KNOB,1992,760.0,E,47.30003,-112.31049,MT
BLACK BUTTE,1992,1466.0,F,46.41439,-112.27729,MT
BOUNDARY,1992,220.0,D,34.90041,-108.03569,NM
POWELLEAST,1992,439.0,E,34.5195,-96.9003,OK
ENGLAND,1992,100.0,D,34.489,-97.1031,OK
ROCKY,1992,100.0,D,34.6015,-96.9753,OK
STARVATION,1992,125.0,D,48.95473,-114.36069,MT
SPOKANE CK.,1992,166.0,D,46.60643,-111.90951,MT
DEARBORN RIVER,1992,175.0,D,47.13214,-111.92257,MT
,1992,110.0,D,35.53060147,-94.47100056,OK
POWER,1992,1200.0,F,47.71948,-111.67783,MT
AGAVE,1992,270.0,D,29.34297,-103.18764,TX
GAP,1992,2412.0,F,29.36694,-103.25923,TX
MEEKS,1992,3000.0,F,35.428467,-103.389664,NM
FRONTIER,1992,8000.0,G,34.993801,-104.466385,NM
ISABEL,1992,2880.0,F,35.775711,-105.086395,NM
AUGUSTINE,1992,8900.0,G,33.259216,-103.552147,NM
SAWYER,1992,2160.0,F,33.463406,-103.078529,NM
SUGARLOAF #2,1992,260.0,D,47.15929,-111.88323,MT
,1992,450.0,E,33.6125,-80.1125,SC
,1992,230.0,D,33.70833333,-79.875,SC
,1992,250.0,D,32.925,-79.675,SC
CHRISTMAN1,1992,450.0,E,37.61666667,-121.16666667,CA
WHITEROCK,1992,2400.0,F,32.93333333,-114.46666667,CA
LOSTLAKE,1992,550.0,E,34.73333333,-114.51666667,AZ
BROWN WASH,1992,154.0,D,31.76666667,-111.51666667,AZ
,1992,106.0,D,33.99166667,-80.79166667,SC
,1992,400.0,E,35.16719775,-94.89969634,OK
,1992,320.0,E,35.16719845,-94.86450204,OK
GOLD CREEK,1992,350.0,E,46.51791,-112.87929,MT
DEER CREEK #3,1992,175.0,D,46.84369,-113.90025,MT
,1992,100.0,D,34.125,-80.275,SC
,1992,100.0,D,34.09166667,-80.275,SC
,1992,120.0,D,35.05129955,-95.14610293,OK
,1992,179.0,D,34.6375,-80.2625,SC
,1992,160.0,D,32.80833333,-80.5875,SC
,1992,275.0,D,32.64166667,-80.62083333,SC
,1992,100.0,D,32.6375,-80.62083333,SC
,1992,118.0,D,34.51874996,-113.57611559,AZ
,1992,100.0,D,32.84166667,-80.5625,SC
,1992,100.0,D,33.125,-80.7875,SC
,1992,120.0,D,33.04166667,-80.77916667,SC
,1992,100.0,D,32.90833333,-79.725,SC
,1992,150.0,D,33.925,-79.70833333,SC
WAPITI,1992,160.0,D,48.0427,-115.2326,MT
STILES,1992,1920.0,F,32.85063,-103.313438,NM
,1992,720.0,E,35.61709967,-94.60350034,OK
STONYGORGE               ,1992,125.0,D,39.515,-122.515,CA
BLACK BUTTE              ,1992,280.0,D,39.93611111,-122.29805555,CA
,1992,100.0,D,26.19,-81.5481,FL
,1992,153.0,D,27.99,-81.12,FL
,1992,120.0,D,26.16,-81.65,FL
,1992,150.0,D,30.31,-85.33,FL
,1992,740.0,E,26.1611,-81.58,FL
,1992,404.0,E,29.95,-84.69,FL
,1992,200.0,D,28.08,-81.52,FL
,1992,100.0,D,29.62,-81.3,FL
,1992,100.0,D,28.71,-82.18,FL
,1992,125.0,D,29.14,-81.05,FL
,1992,300.0,E,29.14,-81.05,FL
,1992,1995.0,F,28.8511,-81.4161,FL
,1992,100.0,D,28.91,-81.48,FL
RANKIN,1992,400.0,E,43.62784,-103.48084,SD
MUDD                     ,1992,265.0,D,39.54611111,-122.37111111,CA
BIG ONE,1992,200.0,D,40.603727,-74.058908,NY
,1992,111.0,D,37.77054238,-92.75700012,MO
,1992,279.0,D,37.68783714,-91.74481581,MO
,1992,150.0,D,33.07916667,-79.62083333,SC
FERN CREEK,1992,110.0,D,38.0501,-81.0498,WV
HOVEY PT.,1992,107.6,D,41.83089,-121.51656,CA
ELLIS MDW,1992,123.0,D,36.714,-118.64993,CA
CHAGOOPA E,1992,562.0,E,36.4754,-118.40887,CA
,1992,100.0,D,27.03,-82.26,FL
SANDY MUSH,1992,215.0,D,37.18333333,-120.6,CA
,1992,100.0,D,26.89,-81.33,FL
,1992,325.0,E,26.85,-82.03,FL
HENLEYVILLE              ,1992,100.0,D,39.95111111,-122.33694444,CA
TFS 322,1992,125.0,D,30.16411,-94.23741,TX
4-5 LIGHTNING            ,1992,300.0,E,39.86388888,-122.29805555,CA
,1992,250.0,D,35.66059869,-94.72779846,OK
,1992,250.0,D,35.66059874,-94.55020135,OK
,1992,100.0,D,35.67509839,-94.7810973,OK
,1992,240.0,D,35.67509856,-94.62129958,OK
,1992,200.0,D,35.67509856,-94.62129958,OK
NEWVILLE                 ,1992,450.0,E,39.80694444,-122.37611111,CA
,1992,150.0,D,33.52083333,-80.39166667,SC
,1992,100.0,D,33.55833333,-80.27083333,SC
,1992,400.0,E,33.025,-79.875,SC
,1992,200.0,D,33.05833333,-80.1875,SC
,1992,180.0,D,33.4375,-79.99166667,SC
,1992,200.0,D,33.14166667,-79.875,SC
,1992,250.0,D,33.05833333,-80.19166667,SC
,1992,100.0,D,33.925,-79.70833333,SC
,1992,250.0,D,33.925,-79.675,SC
STANTON,1992,250.0,D,30.2335,-98.367,TX
SJ FALLS,1992,100.0,D,37.31949,-110.21209,UT
,1992,240.0,D,33.875,-79.14166667,SC
,1992,300.0,E,27.06,-82.3,FL
,1992,2200.0,F,30.31,-83.48,FL
